,Final Pick,Total Projected Indy Wins,First Quarter Wins,Second Quarter Wins,Third Quarter Wins,Games Played By Carson (17 Max),Colts Made Playoffs,Playoff_Result,Game_Where_Indy_Fell_Out_of_Playoffs,Carson Benched On Purpose,Week Carson Benched On Purpose,Out_of_Division,Game_Where_Indy_Fell_Out_of_Division,Wins_of_Div_Winner,Out_of_Wildcard,Game_Where_Indy_Fell_Out_of_Wildcard,Wins_of_Last_WC,Injured,Week of Injury,Benched,COVID-19 Infection,Games Missed From COVID-19,Week Of COVID-19 Infection,Week 1 Result,Week 2 Result,Week 3 Result,Week 4 Result,Week 5 Result,Week 6 Result,Week 7 Result,Week 8 Result,Week 9 Result,Week 10 Result,Week 11 Result,Week 12 Result,Week 13 Result,Week 14 Result,Week 15 Result,Week 16 Result,Week 17 Result,Draft Pick Points,Carson Final Snap %,Percentage of Total Occurances (%),Colts_Eliminated_From_Division_or_Wild_Card_Race_First
6263,22,10.0,1,4,7,16.925928143536105,True,First Round Exit,,False,0,False,,11.0,False,,9.0,True,15,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,IND,IND,IND,NE,ARI,IND,IND,780,99.56428319727121,0.01,None
6264,17,9.0,1,4,6,12.93,False,Missed Playoffs,,True,17,True,14.0,14.0,False,,10.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,HOU,NE,IND,IND,IND,950,76.05882352941177,0.01,Lost Division First
6265,21,11.0,1,4,7,16.790949845057884,True,First Round Exit,,False,0,False,,11.0,False,,10.0,True,17,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,IND,TB,IND,IND,ARI,IND,IND,800,98.77029320622285,0.01,None
6266,26,9.0,1,4,7,13.373795192573235,True,Second Round Exit,,True,17,True,16.0,12.0,False,,9.0,True,15,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,IND,IND,IND,ARI,OAK,JAX,700,78.66938348572491,0.01,None
6267,11,6.0,1,4,5,12.831591999999999,False,Missed Playoffs,15.0,True,17,True,14.0,12.0,True,15.0,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,TB,HOU,NE,ARI,OAK,IND,1250,75.47995294117646,0.01,Lost Division First
6268,10,7.0,1,4,5,13.584064527819168,False,Missed Playoffs,15.0,True,17,True,15.0,10.0,True,15.0,10.0,True,12,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,TB,HOU,NE,ARI,IND,IND,1300,79.90626192834804,0.01,Lost Wild Card and Division at Same Time
6269,29,12.0,1,4,8,16.80261969509879,True,Conference Final Exit,,False,0,False,,12.0,False,,10.0,True,13,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,IND,IND,IND,IND,ARI,IND,IND,640,98.83893938293407,0.01,None
6270,27,10.0,1,4,6,16.93,True,Second Round Exit,,False,0,False,,10.0,False,,10.0,False,0,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,NE,IND,IND,IND,680,99.58823529411764,0.01,None
6271,18,9.0,1,4,5,15.8904,False,Missed Playoffs,,True,17,True,17.0,10.0,False,,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,TB,IND,IND,IND,IND,JAX,900,93.47294117647058,0.01,Lost Division First
6272,18,10.0,1,4,6,14.66078796272301,False,Missed Playoffs,,True,17,True,17.0,12.0,False,,10.0,True,16,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,IND,IND,OAK,IND,900,86.23992919248829,0.01,Lost Division First
6273,15,8.0,1,3,5,16.35343135741063,False,Missed Playoffs,,False,0,False,,8.0,True,17.0,9.0,True,17,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,IND,BUF,IND,IND,IND,ARI,IND,JAX,1050,96.19665504359195,0.01,Lost Wild Card First
6274,49,8.0,1,3,6,12.208190328136691,False,Missed Playoffs,17.0,True,17,True,14.0,12.0,True,17.0,9.0,True,12,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,IND,TB,HOU,NE,ARI,IND,IND,410,71.812884283157,0.01,Lost Division First
6275,27,10.0,1,4,7,16.366059927827145,True,Second Round Exit,,False,0,False,,10.0,False,,10.0,True,15,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,IND,IND,NE,ARI,IND,IND,680,96.27094075192439,0.01,None
6276,23,10.0,1,3,6,12.967691901868873,True,First Round Exit,,True,17,True,14.0,14.0,False,,9.0,True,14,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,IND,IND,ARI,IND,IND,760,76.28054059922866,0.01,None
6277,16,8.0,1,3,5,14.277418860288355,False,Missed Playoffs,,True,17,True,17.0,11.0,False,,8.0,True,12,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,NE,IND,IND,JAX,1000,83.98481682522562,0.01,Lost Division First
6278,26,10.0,1,4,6,16.93,True,Second Round Exit,,False,0,False,,10.0,False,,10.0,False,0,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,IND,IND,IND,ARI,IND,IND,700,99.58823529411764,0.01,None
6279,46,8.0,1,3,4,11.738466710878196,False,Missed Playoffs,16.0,True,17,True,14.0,13.0,True,16.0,9.0,True,12,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,JAX,BUF,TB,IND,IND,IND,OAK,IND,440,69.04980418163645,0.01,Lost Division First
6280,13,7.0,1,4,6,14.775404867432732,False,Missed Playoffs,17.0,True,17,True,16.0,11.0,True,17.0,10.0,True,15,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,HOU,NE,IND,OAK,JAX,1150,86.91414627901607,0.01,Lost Division First
6281,24,9.0,1,3,5,16.819402763473512,True,First Round Exit,,False,0,False,,10.0,False,,9.0,True,16,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,IND,IND,OAK,IND,740,98.93766331455008,0.01,None
6282,18,9.0,1,3,5,12.8508,False,Missed Playoffs,17.0,True,17,True,14.0,13.0,True,17.0,10.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,IND,ARI,IND,IND,900,75.59294117647059,0.01,Lost Division First
6283,18,9.0,1,3,6,12.8904,False,Missed Playoffs,,True,17,True,14.0,14.0,False,,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,IND,TB,HOU,IND,IND,OAK,IND,900,75.82588235294118,0.01,Lost Division First
6284,43,7.0,1,3,5,12.634775999999997,False,Missed Playoffs,15.0,True,17,True,14.0,11.0,True,15.0,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,IND,BUF,IND,HOU,NE,ARI,IND,IND,470,74.32221176470586,0.01,Lost Division First
6285,18,9.0,1,4,6,16.23240815698926,False,Missed Playoffs,,False,0,False,,10.0,False,,10.0,True,16,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,IND,ARI,OAK,IND,900,95.4847538646427,0.01,Lost Wild Card and Division at Same Time
6286,30,10.0,1,4,6,16.745948343997036,True,Conference Final Exit,,False,0,False,,10.0,False,,10.0,True,16,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,IND,IND,OAK,IND,620,98.5055784941002,0.01,None
6287,48,8.0,1,3,4,12.322677421541586,False,Missed Playoffs,15.0,True,17,True,14.0,14.0,True,15.0,10.0,True,12,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,JAX,BUF,TB,IND,NE,IND,IND,IND,420,72.48633777377404,0.01,Lost Division First
6288,21,10.0,1,3,6,13.56757118762662,True,First Round Exit,,True,17,True,15.0,12.0,False,,9.0,True,12,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,IND,IND,IND,OAK,IND,800,79.80924228015658,0.01,None
6289,22,11.0,1,4,7,16.764147646833383,True,First Round Exit,,False,0,False,,11.0,False,,11.0,True,12,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,IND,IND,IND,ARI,IND,IND,780,98.61263321666695,0.01,None
6290,21,10.0,1,4,6,15.93,True,First Round Exit,,True,17,True,17.0,11.0,False,,10.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,IND,ARI,IND,IND,800,93.70588235294117,0.01,None
6291,24,10.0,1,4,7,14.93,True,First Round Exit,,True,17,True,16.0,12.0,False,,10.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,IND,TB,IND,NE,IND,OAK,IND,740,87.8235294117647,0.01,None
6292,18,9.0,1,3,6,15.084604248238607,False,Missed Playoffs,,True,17,True,17.0,12.0,False,,9.0,True,15,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,IND,IND,ARI,IND,JAX,900,88.73296616610945,0.01,Lost Division First
6293,31,10.0,1,3,6,12.8904,True,Super Bowl Exit,,True,16,True,14.0,14.0,False,,10.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,IND,NE,IND,IND,IND,600,75.82588235294118,0.01,None
6294,27,9.0,1,3,6,13.791991999999999,True,Second Round Exit,,True,17,True,15.0,13.0,False,,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,IND,IND,IND,HOU,IND,IND,IND,JAX,680,81.12936470588235,0.01,None
6295,18,9.0,1,4,6,15.593996656114815,False,Missed Playoffs,,False,0,False,,10.0,False,,9.0,True,16,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,IND,TB,IND,NE,ARI,IND,IND,900,91.72939209479303,0.01,Lost Wild Card and Division at Same Time
6296,20,11.0,1,3,6,16.04667805216088,True,First Round Exit,,False,0,False,,12.0,False,,10.0,True,15,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,IND,IND,IND,IND,IND,850,94.39222383624046,0.01,None
6297,18,10.0,1,4,6,13.93,False,Missed Playoffs,,True,17,True,15.0,13.0,False,,10.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,NE,IND,IND,IND,900,81.94117647058823,0.01,Lost Division First
6298,24,10.0,1,3,6,13.317393275068262,True,First Round Exit,,True,17,True,15.0,13.0,False,,9.0,True,13,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,IND,IND,IND,IND,IND,ARI,IND,IND,740,78.33760750040155,0.01,None
6299,46,8.0,1,4,6,12.18229192856454,False,Missed Playoffs,17.0,True,17,True,15.0,11.0,True,17.0,9.0,True,13,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,IND,IND,NE,ARI,IND,JAX,440,71.66054075626201,0.01,Lost Division First
6300,5,5.0,1,3,5,12.791991999999999,False,Missed Playoffs,15.0,True,17,True,14.0,14.0,True,15.0,10.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,HOU,NE,ARI,OAK,JAX,1700,75.24701176470587,0.01,Lost Division First
6301,26,10.0,1,4,8,16.338891213538233,True,Second Round Exit,,False,0,False,,10.0,False,,10.0,True,12,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,IND,IND,HOU,IND,ARI,IND,JAX,700,96.11112478551902,0.01,None
6302,40,6.0,1,4,4,12.657880956799998,False,Missed Playoffs,14.0,True,17,True,14.0,12.0,True,14.0,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,JAX,BUF,TB,HOU,NE,ARI,IND,IND,500,74.45812327529411,0.01,Lost Wild Card and Division at Same Time
6303,21,9.0,1,4,8,15.69686859146053,True,First Round Exit,,True,17,True,17.0,11.0,False,,9.0,True,10,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,IND,IND,IND,NE,ARI,OAK,JAX,800,92.33452112623841,0.01,None
6304,25,11.0,1,4,7,16.93,True,Second Round Exit,,False,0,False,,12.0,False,,9.0,False,0,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,IND,TB,IND,IND,IND,IND,JAX,720,99.58823529411764,0.01,None
6305,14,8.0,1,3,5,13.8508,False,Missed Playoffs,,True,17,True,15.0,13.0,False,,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,IND,ARI,OAK,IND,1100,81.47529411764705,0.01,Lost Division First
6306,10,7.0,1,4,6,13.93,False,Missed Playoffs,17.0,True,17,True,15.0,12.0,True,17.0,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,JAX,BUF,IND,IND,NE,ARI,OAK,JAX,1300,81.94117647058823,0.01,Lost Division First
6307,10,6.0,1,4,5,13.8508,False,Missed Playoffs,16.0,True,17,True,15.0,12.0,True,16.0,8.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,TB,IND,NE,ARI,OAK,JAX,1300,81.47529411764705,0.01,Lost Division First
6308,22,10.0,1,3,6,15.8904,True,First Round Exit,,True,17,True,17.0,12.0,False,,10.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,IND,IND,ARI,IND,IND,780,93.47294117647058,0.01,None
6309,19,11.0,1,4,8,14.621593669181948,True,First Round Exit,,True,17,True,17.0,13.0,False,,10.0,True,14,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,IND,IND,IND,IND,ARI,OAK,IND,875,86.00937452459969,0.01,None
6310,31,10.0,1,4,8,16.93,True,Super Bowl Exit,,False,0,False,,10.0,False,,10.0,False,0,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,IND,IND,IND,NE,ARI,IND,JAX,600,99.58823529411764,0.01,None
6311,12,7.0,1,4,5,15.504208459782234,False,Missed Playoffs,,False,0,False,,8.0,True,16.0,9.0,True,13,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,JAX,BUF,IND,HOU,NE,ARI,IND,IND,1200,91.20122623401315,0.01,Lost Wild Card First
6312,17,9.0,1,4,6,12.901814887137453,False,Missed Playoffs,,True,17,True,15.0,12.0,False,,9.0,True,14,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,IND,ARI,OAK,IND,950,75.89302874786738,0.01,Lost Division First
6313,32,11.0,1,4,7,16.22699324211811,True,Super Bowl Win,,False,0,False,,11.0,False,,10.0,True,10,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,IND,IND,IND,ARI,IND,IND,590,95.45290142422417,0.01,None
6314,21,10.0,1,4,8,14.84079804241875,True,First Round Exit,,False,0,False,,10.0,False,,9.0,True,17,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,IND,IND,IND,NE,ARI,OAK,IND,800,87.29881201422795,0.01,None
6315,27,10.0,1,3,6,16.325331578081933,True,Second Round Exit,,False,0,False,,10.0,False,,10.0,True,15,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,IND,IND,IND,IND,JAX,680,96.03136222401137,0.01,None
6316,16,8.0,1,4,6,15.237763995970825,False,Missed Playoffs,17.0,True,17,True,17.0,9.0,True,17.0,9.0,True,12,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,NE,IND,OAK,JAX,1000,89.63390585865191,0.01,Lost Wild Card and Division at Same Time
6317,25,10.0,1,4,7,15.93,True,Second Round Exit,,True,17,True,17.0,11.0,False,,10.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,IND,TB,IND,NE,ARI,IND,IND,720,93.70588235294117,0.01,None
6318,20,9.0,1,4,6,16.93,True,First Round Exit,,False,0,False,,11.0,False,,9.0,False,0,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,JAX,IND,TB,IND,NE,IND,IND,Tie,850,99.58823529411764,0.01,None
6319,19,10.0,1,4,6,16.93,True,First Round Exit,,False,0,False,,10.0,False,,9.0,False,0,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,HOU,IND,IND,IND,IND,875,99.58823529411764,0.01,None
6320,22,10.0,1,3,6,13.8904,True,First Round Exit,,True,17,True,15.0,13.0,False,,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,IND,IND,ARI,IND,IND,780,81.70823529411764,0.01,None
6321,32,10.0,1,3,5,13.17243577877691,True,Super Bowl Win,,True,17,True,15.0,12.0,False,,10.0,True,10,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,IND,IND,IND,IND,590,77.48491634574653,0.01,None
6322,27,12.0,1,4,8,15.789637687627883,True,Second Round Exit,,False,0,False,,12.0,False,,9.0,True,17,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,IND,IND,IND,IND,ARI,IND,IND,680,92.88022169192872,0.01,None
6323,47,8.0,1,3,6,12.523175387831147,False,Missed Playoffs,,True,17,True,14.0,14.0,False,,9.0,True,11,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,IND,IND,IND,IND,NE,ARI,OAK,IND,430,73.66573757547734,0.01,Lost Division First
6324,25,10.0,1,4,7,15.882832001749463,True,Second Round Exit,,False,0,False,,11.0,False,,10.0,True,17,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,IND,IND,IND,ARI,OAK,IND,720,93.42842353970272,0.01,None
6325,15,8.0,1,3,6,13.197172865622365,False,Missed Playoffs,17.0,True,17,True,15.0,10.0,True,17.0,9.0,True,11,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,IND,NE,ARI,OAK,IND,1050,77.63042862130803,0.01,Lost Division First
6326,28,10.0,1,4,6,15.554635010154358,True,Second Round Exit,,False,0,False,,10.0,False,,10.0,True,14,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,IND,IND,OAK,IND,660,91.497853000908,0.01,None
6327,12,7.0,1,3,5,12.8508,False,Missed Playoffs,16.0,True,17,True,14.0,14.0,True,16.0,10.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,IND,ARI,OAK,JAX,1200,75.59294117647059,0.01,Lost Division First
6328,42,6.0,1,3,5,12.635437587207933,False,Missed Playoffs,15.0,True,17,True,14.0,12.0,True,15.0,9.0,True,13,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,HOU,NE,ARI,OAK,IND,480,74.32610345416431,0.01,Lost Division First
6329,29,12.0,1,4,7,16.7186328788914,True,Conference Final Exit,,False,0,False,,12.0,False,,9.0,True,8,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,IND,IND,IND,IND,IND,IND,640,98.34489928759646,0.01,None
6330,56,10.0,1,4,6,11.328853243613752,True,First Round Exit,,True,17,True,15.0,13.0,False,,10.0,True,14,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,NE,IND,IND,IND,340,66.64031319772795,0.01,None
6331,24,10.0,1,4,6,15.85071456395706,True,First Round Exit,,True,17,True,17.0,12.0,False,,9.0,True,8,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,IND,ARI,IND,IND,740,93.23949743504153,0.01,None
6332,11,8.0,1,3,5,14.57101916876027,False,Missed Playoffs,17.0,True,17,True,17.0,11.0,True,17.0,9.0,True,11,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,NE,IND,IND,JAX,1250,85.7118774632957,0.01,Lost Wild Card and Division at Same Time
6333,22,9.0,1,3,7,13.8904,True,First Round Exit,,True,17,True,15.0,12.0,False,,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,IND,IND,IND,NE,ARI,IND,JAX,780,81.70823529411764,0.01,None
6334,42,7.0,1,3,4,12.596744159999997,False,Missed Playoffs,16.0,True,17,True,14.0,13.0,True,16.0,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,IND,BUF,TB,IND,NE,ARI,IND,IND,480,74.09849505882352,0.01,Lost Division First
6335,23,10.0,1,4,6,14.93,True,First Round Exit,,True,17,True,16.0,13.0,False,,10.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,IND,IND,OAK,IND,760,87.8235294117647,0.01,None
6336,24,10.0,1,4,7,15.93,True,First Round Exit,,True,17,True,17.0,12.0,False,,10.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,IND,TB,HOU,IND,ARI,IND,IND,740,93.70588235294117,0.01,None
6337,12,7.0,1,3,5,12.791991999999999,False,Missed Playoffs,17.0,True,17,True,14.0,11.0,True,17.0,8.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,HOU,IND,ARI,IND,JAX,1200,75.24701176470587,0.01,Lost Division First
6338,16,8.0,1,4,6,16.93,False,Missed Playoffs,,False,0,False,,8.0,False,,9.0,False,0,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,NE,ARI,IND,JAX,1000,99.58823529411764,0.01,Lost Wild Card and Division at Same Time
6339,11,6.0,1,3,5,13.615952159999997,False,Missed Playoffs,15.0,True,17,True,15.0,11.0,True,15.0,10.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,IND,IND,TB,HOU,NE,ARI,OAK,IND,1250,80.0938362352941,0.01,Lost Wild Card and Division at Same Time
6340,26,10.0,1,3,7,16.14942041981964,True,Second Round Exit,,False,0,False,,12.0,False,,9.0,True,16,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,IND,IND,IND,IND,ARI,IND,Tie,700,94.99659070482141,0.01,None
6341,11,8.0,1,3,6,13.8904,False,Missed Playoffs,16.0,True,17,True,15.0,12.0,True,16.0,10.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,IND,TB,HOU,IND,ARI,OAK,IND,1250,81.70823529411764,0.01,Lost Division First
6342,64,9.0,1,4,5,12.457960439944197,True,Super Bowl Win,,True,17,True,15.0,12.0,False,,9.0,True,11,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,JAX,BUF,TB,IND,IND,ARI,IND,IND,270,73.28212023496586,0.01,None
6343,16,8.0,1,3,6,13.966006502870798,False,Missed Playoffs,16.0,True,17,True,16.0,11.0,True,16.0,9.0,True,10,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,HOU,IND,ARI,OAK,IND,1000,82.15297942865175,0.01,Lost Wild Card and Division at Same Time
6344,20,9.0,1,3,5,16.8508,True,First Round Exit,,False,0,False,,9.0,False,,9.0,False,0,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,IND,IND,OAK,IND,850,99.12235294117647,0.01,None
6345,44,7.0,1,3,5,12.01817651680246,False,Missed Playoffs,16.0,True,17,True,14.0,13.0,True,16.0,9.0,True,13,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,NE,ARI,OAK,IND,460,70.69515598119095,0.01,Lost Division First
6346,14,7.0,1,3,5,14.655552159999997,False,Missed Playoffs,16.0,True,17,True,16.0,10.0,True,16.0,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,HOU,NE,IND,OAK,IND,1100,86.20913035294116,0.01,Lost Wild Card and Division at Same Time
6347,27,12.0,1,4,8,16.098213800195456,True,Second Round Exit,,False,0,False,,12.0,False,,10.0,True,11,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,IND,IND,HOU,IND,IND,IND,IND,680,94.6953752952674,0.01,None
6348,41,7.0,1,4,6,12.653749590565326,False,Missed Playoffs,16.0,True,17,True,14.0,13.0,True,16.0,9.0,True,9,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,IND,HOU,NE,ARI,OAK,IND,490,74.43382112097251,0.01,Lost Division First
6349,30,9.0,1,4,6,15.87849228010823,True,Conference Final Exit,,True,17,True,17.0,11.0,False,,9.0,True,8,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,IND,ARI,IND,JAX,620,93.40289576534254,0.01,None
6350,42,7.0,1,3,5,12.653029423595402,False,Missed Playoffs,17.0,True,17,True,14.0,12.0,True,17.0,9.0,True,11,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,NE,ARI,IND,JAX,480,74.42958484467884,0.01,Lost Division First
6351,24,10.0,1,3,7,12.8904,True,First Round Exit,,True,17,True,14.0,14.0,False,,10.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,IND,IND,HOU,NE,IND,IND,IND,740,75.82588235294118,0.01,None
6352,16,8.0,1,3,6,14.32892446195568,False,Missed Playoffs,17.0,True,17,True,16.0,11.0,True,17.0,9.0,True,15,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,IND,IND,ARI,OAK,JAX,1000,84.28779095268047,0.01,Lost Division First
6353,13,8.0,1,4,6,13.93,False,Missed Playoffs,17.0,True,17,True,15.0,12.0,True,17.0,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,IND,HOU,IND,ARI,IND,JAX,1150,81.94117647058823,0.01,Lost Division First
6354,38,6.0,1,3,4,12.655552159999997,False,Missed Playoffs,15.0,True,17,True,14.0,11.0,True,15.0,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,JAX,BUF,TB,IND,NE,ARI,IND,JAX,520,74.44442447058822,0.01,Lost Division First
6355,27,10.0,1,4,5,16.791992,True,Second Round Exit,,False,0,False,,10.0,False,,10.0,False,0,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,JAX,BUF,IND,IND,IND,IND,IND,IND,680,98.77642352941177,0.01,None
